 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
  41  [    2 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 1  :    52   19    7.486
  41  [    2 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 1  :    68   19    5.763
  41  [    2 ( 0, 0, 0) ] 1    24  [    1 (-1, 2, 0) ] 1  :    84   19    4.778
  41  [    2 ( 0, 0, 0) ] 1    21  [    1 (-1, 0, 2) ] 1  :    92   19    7.058
  41  [    2 ( 0, 0, 0) ] 1    51  [    1 ( 0, 0,-1) ] 2  :     8   20    9.112
  41  [    2 ( 0, 0, 0) ] 1    33  [    1 ( 0,-1, 0) ] 3  :    16   20    4.075
  41  [    2 ( 0, 0, 0) ] 1    50  [    1 ( 2, 0,-1) ] 3  :    40   20    9.112
  41  [    2 ( 0, 0, 0) ] 1    36  [    1 ( 2,-1, 0) ] 2  :    48   20    5.763
  41  [    2 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 3  :    56   20    7.486
  41  [    2 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 2  :    72   20    5.763
  41  [    2 ( 0, 0, 0) ] 1    24  [    1 (-1, 2, 0) ] 2  :    88   20    4.778
  41  [    2 ( 0, 0, 0) ] 1    21  [    1 (-1, 0, 2) ] 3  :    96   20    7.058
  41  [    2 ( 0, 0, 0) ] 1    51  [    1 ( 0, 0,-1) ] 3  :    12   21    9.112
  41  [    2 ( 0, 0, 0) ] 1    33  [    1 ( 0,-1, 0) ] 2  :    24   21    4.075
  41  [    2 ( 0, 0, 0) ] 1    19  [    1 (-1, 0, 0) ] 2  :    44   21    5.763
  41  [    2 ( 0, 0, 0) ] 1    19  [    1 (-1, 0, 0) ] 3  :    48   21    5.763
  41  [    2 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 2  :    60   21    9.447
  41  [    2 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 3  :    64   21    9.447
  41  [    2 ( 0, 0, 0) ] 1    50  [    1 ( 2, 0,-1) ] 2  :    72   21    9.112
  41  [    2 ( 0, 0, 0) ] 1    36  [    1 ( 2,-1, 0) ] 3  :    92   21    5.763
  41  [    2 ( 0, 0, 0) ] 1     6  [    1 ( 0, 2, 0) ] 2  :   104   21    7.486
  41  [    2 ( 0, 0, 0) ] 1    56  [    1 ( 0, 2,-1) ] 2  :   124   21    7.058
  41  [    2 ( 0, 0, 0) ] 1    56  [    1 ( 0, 2,-1) ] 3  :   128   21    7.058
  41  [    2 ( 0, 0, 0) ] 1     7  [    1 ( 0, 0, 2) ] 3  :   140   21    5.763
  41  [    2 ( 0, 0, 0) ] 1    39  [    1 ( 0,-1, 2) ] 2  :   156   21    4.778
  41  [    2 ( 0, 0, 0) ] 1    39  [    1 ( 0,-1, 2) ] 3  :   160   21    4.778
  41  [    2 ( 0, 0, 0) ] 1    24  [    1 (-1, 2, 0) ] 3  :   172   21    4.778
  41  [    2 ( 0, 0, 0) ] 1    21  [    1 (-1, 0, 2) ] 2  :   184   21    7.058
  41  [    2 ( 0, 0, 0) ] 1    19  [    1 (-1, 0, 0) ] 1  :    12   22    5.763
  41  [    2 ( 0, 0, 0) ] 1     4  [    1 ( 2, 0, 0) ] 1  :    16   22    9.447
  41  [    2 ( 0, 0, 0) ] 1    56  [    1 ( 0, 2,-1) ] 1  :    32   22    7.058
  41  [    2 ( 0, 0, 0) ] 1    39  [    1 ( 0,-1, 2) ] 1  :    40   22    4.778
  41  [    2 ( 0, 0, 0) ] 2    41  [    2 ( 0, 0, 0) ] 2  :     5    1    4.778
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 2  :     4    2    2.495
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 2  :    14    2    4.778
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 2  :    26    2    4.075
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 2  :    38    2   10.289
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 1  :     2    3    2.495
  41  [    2 ( 0, 0, 0) ] 2     1  [    1 ( 0, 0, 0) ] 3  :    12    3    2.495
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 1  :    16    3    4.778
  41  [    2 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 3  :    36    3    4.778
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 1  :    40    3    4.075
  41  [    2 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 3  :    60    3    4.075
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 1  :    64    3   10.289
  41  [    2 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 3  :    84    3   10.289
  41  [    2 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 2  :   101    4    2.495
  41  [    2 ( 0, 0, 0) ] 2    30  [    2 ( 1, 1, 0) ] 2  :   104    4    4.778
  41  [    2 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 2  :   113    4    7.058
  41  [    2 ( 0, 0, 0) ] 2    62  [    2 ( 0, 1, 1) ] 2  :   116    4    7.486
  41  [    2 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 2  :   125    4    2.495
  41  [    2 ( 0, 0, 0) ] 2    26  [    2 ( 2, 0,-1) ] 2  :   128    4    6.280
  41  [    2 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 2  :   137    4    7.058
  41  [    2 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 2  :   140    4    7.486
  41  [    2 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 2  :   149    4    4.778
  41  [    2 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 2  :   152    4    2.495
  41  [    2 ( 0, 0, 0) ] 2    61  [    2 (-1, 0, 2) ] 2  :   153    4    7.058
  41  [    2 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 2  :   156    4    9.112
  41  [    2 ( 0, 0, 0) ] 2    64  [    2 (-1, 2, 0) ] 2  :   169    4    9.112
  41  [    2 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 2  :   172    4    7.058
  41  [    2 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 2  :   181    4    6.280
  41  [    2 ( 0, 0, 0) ] 2    32  [    2 ( 0, 2,-1) ] 2  :   184    4    2.495
  41  [    2 ( 0, 0, 0) ] 2    30  [    2 ( 1, 1, 0) ] 1  :   100    5    4.778
  41  [    2 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 1  :   101    5    2.495
  41  [    2 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 3  :   113    5    7.058
  41  [    2 ( 0, 0, 0) ] 2    62  [    2 ( 0, 1, 1) ] 3  :   120    5    7.486
  41  [    2 ( 0, 0, 0) ] 2    26  [    2 ( 2, 0,-1) ] 1  :   124    5    6.280
  41  [    2 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 1  :   125    5    2.495
  41  [    2 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 3  :   137    5    7.058
  41  [    2 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 3  :   144    5    7.486
  41  [    2 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 1  :   148    5    2.495
  41  [    2 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 1  :   149    5    4.778
  41  [    2 ( 0, 0, 0) ] 2    61  [    2 (-1, 0, 2) ] 3  :   153    5    7.058
  41  [    2 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 3  :   160    5    9.112
  41  [    2 ( 0, 0, 0) ] 2    64  [    2 (-1, 2, 0) ] 3  :   169    5    9.112
  41  [    2 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 3  :   176    5    7.058
  41  [    2 ( 0, 0, 0) ] 2    32  [    2 ( 0, 2,-1) ] 1  :   180    5    2.495
  41  [    2 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 1  :   181    5    6.280
  41  [    2 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 3  :   101    6    2.495
  41  [    2 ( 0, 0, 0) ] 2    16  [    2 ( 1, 0, 1) ] 1  :   108    6    4.778
  41  [    2 ( 0, 0, 0) ] 2    16  [    2 ( 1, 0, 1) ] 3  :   112    6    4.778
  41  [    2 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 1  :   113    6    7.058
  41  [    2 ( 0, 0, 0) ] 2    26  [    2 ( 2, 0,-1) ] 3  :   128    6    6.280
  41  [    2 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 1  :   129    6    5.763
  41  [    2 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 3  :   133    6    5.763
  41  [    2 ( 0, 0, 0) ] 2    62  [    2 ( 2,-1,-1) ] 1  :   140    6    7.486
  41  [    2 ( 0, 0, 0) ] 2    30  [    2 (-1,-1, 2) ] 3  :   149    6    4.778
  41  [    2 ( 0, 0, 0) ] 2    61  [    2 (-1, 0, 2) ] 1  :   153    6    7.058
  41  [    2 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 1  :   164    6    4.075
  41  [    2 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 3  :   168    6    4.075
  41  [    2 ( 0, 0, 0) ] 2    64  [    2 (-1, 2, 0) ] 1  :   169    6    9.112
  41  [    2 ( 0, 0, 0) ] 2    32  [    2 ( 0, 2,-1) ] 3  :   184    6    2.495
  41  [    2 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 1  :   188    6    4.778
  41  [    2 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 3  :   192    6    4.778
  41  [    2 ( 0, 0, 0) ] 2    30  [    2 ( 1, 1, 0) ] 3  :   104    7    4.778
  41  [    2 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 1  :   105    7    4.075
  41  [    2 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 3  :   109    7    4.075
  41  [    2 ( 0, 0, 0) ] 2    62  [    2 ( 0, 1, 1) ] 1  :   116    7    7.486
  41  [    2 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 3  :   125    7    2.495
  41  [    2 ( 0, 0, 0) ] 2    12  [    2 ( 2,-1, 0) ] 1  :   132    7    4.778
  41  [    2 ( 0, 0, 0) ] 2    12  [    2 ( 2,-1, 0) ] 3  :   136    7    4.778
  41  [    2 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 1  :   137    7    7.058
  41  [    2 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 3  :   152    7    2.495
  41  [    2 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 1  :   156    7    9.112
  41  [    2 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 1  :   161    7    4.778
  41  [    2 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 3  :   165    7    4.778
  41  [    2 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 1  :   172    7    7.058
  41  [    2 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 3  :   181    7    6.280
  41  [    2 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1, 2) ] 1  :   185    7    5.763
  41  [    2 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1, 2) ] 3  :   189    7    5.763
  41  [    2 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 2  :    53    8    4.075
  41  [    2 ( 0, 0, 0) ] 2    16  [    2 ( 1, 0, 1) ] 2  :    56    8    4.778
  41  [    2 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 2  :    65    8    5.763
  41  [    2 ( 0, 0, 0) ] 2    12  [    2 ( 2,-1, 0) ] 2  :    68    8    4.778
  41  [    2 ( 0, 0, 0) ] 2    16  [    2 (-1, 2,-1) ] 2  :    81    8    4.778
  41  [    2 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 2  :    84    8    4.075
  41  [    2 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1, 2) ] 2  :    93    8    5.763
  41  [    2 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 2  :    96    8    4.778
  41  [    2 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 2  :     8    9    8.150
  41  [    2 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 2  :    16    9    0.000
  41  [    2 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 2  :    28    9    4.778
  41  [    2 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 2  :    44    9   10.781
  41  [    2 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 2  :    52    9    6.280
  41  [    2 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 2  :    72    9    4.075
  41  [    2 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 2  :    76    9    7.058
  41  [    2 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 2  :    96    9    4.778
  41  [    2 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 1  :     4   10    8.150
  41  [    2 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 1  :    12   10    0.000
  41  [    2 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 3  :    32   10    4.778
  41  [    2 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 3  :    48   10   10.781
  41  [    2 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 3  :    56   10    6.280
  41  [    2 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 1  :    68   10    4.075
  41  [    2 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 3  :    80   10    7.058
  41  [    2 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 1  :    92   10    4.778
  41  [    2 ( 0, 0, 0) ] 2    54  [    1 ( 1, 1, 0) ] 3  :    16   11    8.150
  41  [    2 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 3  :    32   11    0.000
  41  [    2 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 1  :    36   11    5.763
  41  [    2 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 3  :    48   11    5.763
  41  [    2 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 1  :    52   11    4.778
  41  [    2 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 1  :    68   11    9.982
  41  [    2 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 3  :    80   11    9.982
  41  [    2 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 1  :    84   11   10.781
  41  [    2 ( 0, 0, 0) ] 2    22  [    1 ( 0, 1, 1) ] 1  :   100   11    6.280
  41  [    2 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 1  :   116   11    9.447
  41  [    2 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 3  :   128   11    9.447
  41  [    2 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 3  :   144   11    4.075
  41  [    2 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 1  :   148   11    7.058
  41  [    2 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 1  :   164   11    8.523
  41  [    2 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 3  :   176   11    8.523
  41  [    2 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 3  :   192   11    4.778
  41  [    2 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 2  :    12   12    5.763
  41  [    2 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 2  :    20   12    9.982
  41  [    2 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 2  :    32   12    9.447
  41  [    2 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 2  :    44   12    8.523
  41  [    2 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 2  :    29   13    4.075
  41  [    2 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 2  :    32   13    4.075
  41  [    2 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 2  :    41   13    4.778
  41  [    2 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 2  :    44   13    4.778
  41  [    2 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 2  :    17   14    2.495
  41  [    2 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 2  :    20   14    2.495
  41  [    2 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 2  :    29   15    4.075
  41  [    2 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 2  :    32   15    6.280
  41  [    2 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 2  :    37   15    7.058
  41  [    2 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 2  :    40   15    7.486
  41  [    2 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 1  :   100   16    8.150
  41  [    2 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 1  :   105   16    9.112
  41  [    2 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 1  :   116   16    6.280
  41  [    2 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 1  :   117   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 3  :   121   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 3  :   128   16    6.280
  41  [    2 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 3  :   133   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 3  :   144   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 1  :   148   16    7.486
  41  [    2 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 1  :   149   16    7.058
  41  [    2 ( 0, 0, 0) ] 2     9  [    2 ( 0,-1, 0) ] 3  :   153   16    7.058
  41  [    2 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 3  :   160   16    7.486
  41  [    2 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 1  :   164   16    8.523
  41  [    2 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 1  :   169   16    8.523
  41  [    2 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 3  :   181   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 3  :   192   16    4.075
  41  [    2 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 2  :    49   17    9.112
  41  [    2 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 2  :    52   17    8.150
  41  [    2 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 2  :    69   17    4.075
  41  [    2 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 2  :    72   17    4.075
  41  [    2 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 2  :    81   17    8.523
  41  [    2 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 2  :    84   17    8.523
  41  [    2 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 2  :    93   17    4.075
  41  [    2 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 2  :    96   17    4.075
  41  [    2 ( 0, 0, 0) ] 2    59  [    2 (-1, 0, 0) ] 3  :    49   18    9.112
  41  [    2 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 3  :    56   18    8.150
  41  [    2 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 1  :    68   18    4.075
  41  [    2 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 1  :    69   18    4.075
  41  [    2 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 3  :    81   18    8.523
  41  [    2 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 3  :    88   18    8.523
  41  [    2 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 1  :    92   18    4.075
  41  [    2 ( 0, 0, 0) ] 2    27  [    2 ( 0, 0,-1) ] 1  :    93   18    4.075
  41  [    2 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 2  :     8   19    9.112
  41  [    2 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 2  :    20   19    5.763
  41  [    2 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 2  :    28   19    9.447
  41  [    2 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 2  :    48   19    5.763
  41  [    2 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 2  :    60   19    7.058
  41  [    2 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 2  :    72   19    5.763
  41  [    2 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 2  :    76   19    4.778
  41  [    2 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 2  :    88   19    4.778
  41  [    2 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 1  :     4   20    9.112
  41  [    2 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 3  :    24   20    5.763
  41  [    2 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 3  :    32   20    9.447
  41  [    2 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 1  :    44   20    5.763
  41  [    2 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 3  :    64   20    7.058
  41  [    2 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 1  :    68   20    5.763
  41  [    2 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 3  :    80   20    4.778
  41  [    2 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 1  :    84   20    4.778
  41  [    2 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 3  :    16   21    9.112
  41  [    2 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 1  :    20   21    4.075
  41  [    2 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 3  :    32   21    4.075
  41  [    2 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 1  :    36   21    5.763
  41  [    2 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 1  :    52   21    9.447
  41  [    2 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 1  :    68   21    9.112
  41  [    2 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 3  :    80   21    9.112
  41  [    2 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 3  :    96   21    5.763
  41  [    2 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 1  :   100   21    7.486
  41  [    2 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 3  :   112   21    7.486
  41  [    2 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 1  :   116   21    7.058
  41  [    2 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 3  :   144   21    5.763
  41  [    2 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 1  :   148   21    4.778
  41  [    2 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 3  :   176   21    4.778
  41  [    2 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 1  :   180   21    7.058
  41  [    2 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 3  :   192   21    7.058
  41  [    2 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 2  :     8   22    4.075
  41  [    2 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 2  :    20   22    9.112
  41  [    2 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 2  :    28   22    7.486
  41  [    2 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 2  :    48   22    7.058
  41  [    2 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 3  :     6    1    4.778
  41  [    2 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 3  :     6    2    2.495
  41  [    2 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 3  :    18    2    4.778
  41  [    2 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 3  :    30    2    4.075
  41  [    2 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 3  :    42    2   10.289
  41  [    2 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 1  :     4    3    2.495
  41  [    2 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 2  :     8    3    2.495
  41  [    2 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 1  :    20    3    4.778
  41  [    2 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 2  :    28    3    4.778
  41  [    2 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 1  :    44    3    4.075
  41  [    2 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 2  :    52    3    4.075
  41  [    2 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 1  :    68    3   10.289
  41  [    2 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 2  :    76    3   10.289
  41  [    2 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 3  :   109    4    4.075
  41  [    2 ( 0, 0, 0) ] 3    16  [    2 ( 1, 0, 1) ] 3  :   112    4    4.778
  41  [    2 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 3  :   117    4    7.058
  41  [    2 ( 0, 0, 0) ] 3    62  [    2 ( 0, 1, 1) ] 3  :   120    4    7.486
  41  [    2 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 3  :   133    4    5.763
  41  [    2 ( 0, 0, 0) ] 3    12  [    2 ( 2,-1, 0) ] 3  :   136    4    4.778
  41  [    2 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 3  :   141    4    7.058
  41  [    2 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 3  :   144    4    7.486
  41  [    2 ( 0, 0, 0) ] 3    61  [    2 (-1, 0, 2) ] 3  :   157    4    7.058
  41  [    2 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 3  :   160    4    9.112
  41  [    2 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 3  :   165    4    4.778
